DBN,rr_s,rr_t,rr_p,N_s,N_t,N_p,saf_p_11,com_p_11,eng_p_11,aca_p_11,saf_t_11,com_t_11,eng_t_11,aca_t_11,saf_s_11,com_s_11,eng_s_11,aca_s_11,saf_tot_11,com_tot_11,eng_tot_11,aca_tot_11
25Q219,99.0,100,74,198.0,54.0,356.0,8.7,7.6,7.5,8.0,7.9,5.9,6.1,6.7,7.1,5.9,6.9,8.0,7.9,6.5,6.8,7.5
25Q237,98.0,97,79,1168.0,72.0,866.0,7.8,7.0,7.1,7.3,7.7,7.3,7.6,8.3,6.5,5.9,6.8,7.3,7.3,6.7,7.2,7.6
25Q242,,97,85,,34.0,274.0,9.1,8.4,8.3,8.3,8.7,4.5,6.4,7.2,,,,,8.9,6.5,7.3,7.7
25Q244,,95,75,,19.0,206.0,9.3,8.5,8.3,8.4,8.9,7.8,7.3,8.1,,,,,9.1,8.2,7.8,8.3
25Q250,99.0,75,45,368.0,21.0,154.0,7.8,7.2,7.0,7.4,5.9,4.9,5.8,5.7,5.9,5.0,6.1,6.8,6.5,5.7,6.3,6.6
25Q252,100.0,100,56,491.0,33.0,246.0,8.4,7.7,7.5,8.0,7.6,8.3,8.5,9.1,7.0,6.4,7.0,7.7,7.7,7.5,7.7,8.3
25Q263,89.0,100,69,352.0,28.0,255.0,8.0,7.4,7.2,7.6,8.3,7.5,8.3,8.9,7.4,7.0,7.2,7.5,7.9,7.3,7.6,8.0
25Q281,95.0,50,45,547.0,18.0,240.0,8.4,7.3,7.4,7.5,6.6,3.8,4.4,5.1,6.7,5.8,6.4,7.0,7.2,5.6,6.0,6.5
25Q285,87.0,58,22,481.0,23.0,111.0,8.6,8.0,7.5,7.8,8.6,8.6,8.8,8.9,6.9,6.4,6.3,7.5,8.0,7.7,7.5,8.1
25Q294,99.0,96,60,298.0,22.0,167.0,8.7,7.6,7.4,7.8,8.9,8.5,9.0,9.3,7.3,6.3,7.1,7.6,8.3,7.5,7.8,8.2
25Q425,80.0,84,24,2653.0,152.0,750.0,8.2,7.8,7.8,8.0,6.3,6.0,6.2,6.6,6.8,5.8,6.5,7.1,7.1,6.5,6.8,7.3
25Q460,72.0,59,30,2103.0,103.0,822.0,6.8,6.8,6.8,7.1,6.7,6.7,7.1,7.4,5.6,5.4,6.1,6.8,6.4,6.3,6.7,7.1
25Q467,87.0,85,6,216.0,33.0,13.0,8.5,7.7,7.4,7.6,8.0,8.3,8.6,8.4,8.6,7.5,8.5,8.6,8.3,7.9,8.3,8.3
25Q499,100.0,79,61,158.0,23.0,219.0,8.6,7.8,7.7,7.8,7.5,6.6,7.1,7.5,7.0,6.5,6.8,7.6,7.7,7.0,7.2,7.6
25Q525,98.0,84,44,1070.0,48.0,472.0,8.9,7.9,7.9,8.2,7.8,6.2,6.4,7.6,7.8,6.0,7.1,8.1,8.2,6.7,7.2,8.0
25Q540,72.0,89,23,222.0,25.0,72.0,8.3,7.7,7.3,7.8,6.9,6.4,6.6,7.2,6.9,5.8,6.5,7.2,7.4,6.6,6.8,7.4
25Q670,75.0,93,11,529.0,43.0,71.0,8.1,7.4,7.2,7.3,8.0,7.5,7.9,8.1,7.1,6.4,7.1,7.5,7.7,7.1,7.4,7.6
25Q792,82.0,100,79,143.0,15.0,143.0,9.2,8.8,8.5,8.9,7.3,7.1,7.5,8.2,7.5,7.1,7.6,8.4,8.0,7.7,7.9,8.5
26Q018,,74,55,,20.0,213.0,9.2,8.5,8.4,8.6,8.6,7.6,8.2,8.5,,,,,8.9,8.0,8.3,8.6
26Q026,,93,70,,38.0,359.0,8.6,7.7,7.6,7.8,8.2,7.8,8.1,8.3,,,,,8.4,7.8,7.8,8.0
26Q031,,74,49,,23.0,219.0,8.6,7.7,7.7,8.0,7.6,6.5,7.3,7.6,,,,,8.1,7.1,7.5,7.8
26Q041,,88,74,,28.0,285.0,9.0,8.4,8.4,8.5,9.7,9.1,9.4,9.5,,,,,9.4,8.7,8.9,9.0
26Q046,,80,51,,36.0,198.0,8.8,7.8,8.1,8.1,9.4,9.0,9.3,9.3,,,,,9.1,8.4,8.7,8.7
26Q067,91.0,88,61,829.0,44.0,497.0,7.9,7.1,7.2,7.4,7.9,6.2,7.0,7.8,6.5,6.2,6.9,7.6,7.4,6.5,7.0,7.6
26Q074,98.0,79,81,920.0,48.0,690.0,8.2,7.1,7.4,7.4,8.4,7.4,7.8,8.6,7.3,6.4,7.3,7.7,8.0,7.0,7.5,7.9
26Q094,,69,84,,18.0,288.0,8.9,8.2,8.0,8.4,9.5,8.4,9.0,9.3,,,,,9.2,8.3,8.5,8.9
26Q098,,82,42,,14.0,85.0,8.4,7.0,7.1,7.3,8.6,8.1,8.8,8.6,,,,,8.5,7.5,7.9,8.0
26Q115,,98,73,,40.0,324.0,8.9,8.2,8.1,8.4,8.0,6.8,7.3,7.7,,,,,8.5,7.5,7.7,8.0
26Q133,,81,66,,34.0,234.0,9.1,8.1,8.0,8.4,9.3,8.0,8.4,8.6,,,,,9.2,8.1,8.2,8.5
26Q158,98.0,59,42,1048.0,39.0,411.0,8.0,7.0,7.0,7.3,7.9,6.4,6.8,7.5,6.7,5.8,6.6,7.4,7.5,6.4,6.8,7.4
26Q159,,74,81,,26.0,338.0,9.2,8.4,8.2,8.6,9.4,8.8,9.1,8.9,,,,,9.3,8.6,8.6,8.8
26Q162,,89,74,,33.0,386.0,8.4,7.5,7.3,7.8,9.0,8.4,8.8,8.7,,,,,8.7,8.0,8.1,8.2
26Q172,96.0,54,61,952.0,32.0,549.0,7.9,7.3,7.5,7.6,6.5,4.3,5.1,5.8,5.9,5.6,6.4,7.2,6.8,5.7,6.3,6.9
26Q173,,92,98,,44.0,623.0,8.9,8.1,8.0,8.2,8.3,6.3,7.2,8.6,,,,,8.6,7.2,7.6,8.4
26Q178,92.0,91,65,155.0,29.0,210.0,8.6,7.8,7.8,8.0,7.4,6.8,7.6,8.3,7.0,6.6,7.4,8.3,7.7,7.1,7.6,8.2
26Q186,,86,85,,44.0,257.0,9.2,8.6,8.7,8.6,8.8,8.2,8.7,8.9,,,,,9.0,8.4,8.7,8.7
26Q188,,88,64,,29.0,270.0,9.1,8.3,8.2,8.3,8.3,7.2,7.9,8.3,,,,,8.7,7.8,8.1,8.3
26Q191,,100,78,,22.0,196.0,9.4,8.6,8.5,9.0,9.5,8.6,9.3,9.5,,,,,9.4,8.6,8.9,9.2
26Q203,,94,72,,46.0,431.0,8.8,7.9,7.9,8.0,9.1,8.2,8.6,9.1,,,,,8.9,8.1,8.2,8.6
26Q205,,75,62,,15.0,147.0,9.1,8.2,8.1,8.3,8.3,7.5,7.7,8.6,,,,,8.7,7.9,7.9,8.5
26Q213,,68,63,,25.0,249.0,9.0,8.2,7.9,8.2,8.7,8.0,8.6,8.8,,,,,8.8,8.1,8.3,8.5
26Q216,97.0,63,27,1182.0,45.0,304.0,7.9,7.3,7.3,7.2,5.4,4.7,4.6,5.8,6.1,5.6,6.2,7.1,6.5,5.9,6.0,6.7
26Q221,,88,80,,35.0,382.0,8.9,7.7,7.7,8.0,9.8,9.4,9.6,9.5,,,,,9.4,8.5,8.6,8.8
26Q266,98.0,100,70,261.0,48.0,361.0,8.8,8.0,8.0,8.2,8.2,7.9,7.8,8.7,6.6,5.4,6.7,7.3,7.9,7.1,7.5,8.1
26Q415,86.0,93,33,3393.0,182.0,1212.0,7.4,6.3,6.8,6.9,7.2,7.2,7.5,7.9,6.5,5.5,6.3,7.0,7.0,6.3,6.9,7.3
26Q430,27.0,71,20,1103.0,160.0,779.0,8.8,8.1,8.2,8.4,8.3,7.9,8.3,8.5,8.8,7.8,8.5,9.0,8.6,8.0,8.3,8.6
26Q435,69.0,63,18,1663.0,79.0,413.0,6.3,6.4,6.5,6.7,5.5,5.2,4.9,5.5,5.0,5.1,5.4,6.3,5.6,5.6,5.6,6.2
26Q495,72.0,94,21,2527.0,163.0,713.0,7.9,6.8,7.1,7.0,7.9,6.6,7.2,7.6,7.1,5.9,6.9,7.6,7.6,6.4,7.0,7.4
26Q566,81.0,96,27,968.0,65.0,304.0,8.2,7.3,7.5,7.3,6.1,6.0,6.3,6.8,6.4,6.0,6.2,7.0,6.9,6.4,6.7,7.0
27Q042,75.0,59,14,135.0,34.0,66.0,7.3,7.1,7.1,7.6,4.9,4.4,5.0,5.9,5.2,6.0,6.2,7.1,5.8,5.8,6.1,6.9
27Q043,81.0,72,25,301.0,73.0,232.0,7.9,7.4,7.5,7.8,5.4,5.9,5.9,6.9,6.3,6.3,7.1,7.8,6.5,6.5,6.8,7.5
27Q045,98.0,59,66,44.0,19.0,218.0,8.2,7.5,7.6,7.7,6.0,5.6,6.2,7.1,5.5,5.9,7.0,7.7,6.6,6.3,6.9,7.5
27Q047,100.0,100,79,54.0,20.0,148.0,9.0,8.5,8.4,8.8,9.0,8.9,9.4,9.7,7.4,7.1,7.4,8.1,8.5,8.2,8.4,8.9
27Q051,,100,80,,20.0,194.0,9.3,8.7,8.5,9.0,8.1,7.8,8.1,8.4,,,,,8.7,8.3,8.3,8.7
27Q053,79.0,73,60,368.0,32.0,272.0,7.3,7.3,7.2,7.1,4.9,4.9,5.3,6.3,5.3,5.7,6.1,7.0,5.8,6.0,6.2,6.8
27Q056,,88,69,,29.0,267.0,8.9,8.3,8.2,8.6,7.7,6.8,6.6,7.4,,,,,8.3,7.5,7.4,8.0
27Q060,,54,52,,45.0,513.0,9.0,8.2,7.9,8.6,7.3,5.8,6.3,7.1,,,,,8.2,7.0,7.1,7.9
27Q062,,94,87,,60.0,687.0,9.0,8.2,8.3,8.5,7.6,6.0,6.4,7.4,,,,,8.3,7.1,7.3,7.9
27Q063,,73,66,,62.0,659.0,8.9,8.1,8.0,8.4,8.5,8.1,8.4,8.7,,,,,8.7,8.1,8.2,8.6
27Q064,,91,87,,39.0,423.0,9.0,8.2,8.1,8.6,9.2,8.7,9.1,9.4,,,,,9.1,8.5,8.6,9.0
27Q065,,90,71,,37.0,306.0,9.0,8.3,8.1,8.5,8.6,7.2,7.5,8.3,,,,,8.8,7.7,7.8,8.4
27Q066,,95,76,,37.0,302.0,9.0,8.3,7.8,8.6,8.9,8.2,8.4,8.6,,,,,8.9,8.3,8.1,8.6
27Q090,,82,59,,53.0,422.0,8.9,8.1,7.9,8.2,7.3,7.0,6.6,7.2,,,,,8.1,7.5,7.3,7.7
27Q096,100.0,77,69,30.0,20.0,164.0,8.8,8.5,8.2,8.5,7.2,7.1,7.2,7.9,7.1,6.9,7.8,8.3,7.7,7.5,7.7,8.2
27Q097,,66,53,,37.0,302.0,8.8,8.1,7.9,8.3,7.7,6.1,6.6,7.9,,,,,8.3,7.1,7.3,8.1
27Q100,,81,94,,57.0,763.0,8.6,8.0,7.9,8.3,7.0,6.0,6.7,7.3,,,,,7.8,7.0,7.3,7.8
27Q104,100.0,92,43,34.0,49.0,220.0,8.8,8.4,8.2,8.5,8.9,8.8,9.0,9.2,7.9,7.8,8.2,8.3,8.5,8.4,8.5,8.7
27Q105,97.0,84,51,278.0,66.0,328.0,7.9,7.6,7.5,7.9,7.1,8.0,8.0,8.5,5.9,5.8,6.8,7.6,7.0,7.1,7.5,8.0
27Q106,,55,40,,17.0,113.0,8.2,7.3,7.3,7.8,7.1,6.8,6.7,7.1,,,,,7.6,7.1,7.0,7.5
27Q108,,100,100,,83.0,1110.0,9.1,8.4,8.4,8.7,8.5,8.0,7.8,8.6,,,,,8.8,8.2,8.1,8.7
27Q114,99.0,95,86,114.0,54.0,485.0,8.6,7.9,7.8,8.3,8.8,7.6,8.1,8.4,7.5,7.1,7.7,8.4,8.3,7.5,7.8,8.4
27Q123,,91,71,,48.0,388.0,8.4,7.9,7.6,8.0,6.8,6.1,6.8,7.2,,,,,7.6,7.0,7.2,7.6
27Q124,99.0,88,52,352.0,66.0,425.0,8.5,8.0,7.9,8.3,7.3,7.8,8.0,8.6,8.5,8.3,8.6,8.8,8.1,8.0,8.2,8.6
27Q137,95.0,69,20,1848.0,84.0,332.0,7.8,7.4,7.5,8.1,6.3,5.9,6.3,7.3,5.9,5.9,6.7,7.4,6.7,6.4,6.8,7.6
27Q146,100.0,96,42,190.0,55.0,203.0,8.5,7.7,7.4,7.7,8.0,7.0,7.3,8.2,7.7,6.5,7.8,8.2,8.1,7.1,7.5,8.0
27Q155,,95,89,,42.0,409.0,8.9,8.1,7.9,8.3,7.9,7.3,7.1,7.6,,,,,8.4,7.7,7.5,8.0
27Q183,95.0,81,63,177.0,39.0,301.0,8.4,8.3,8.1,8.7,7.6,8.2,8.1,8.4,7.9,8.4,8.5,9.2,8.0,8.3,8.2,8.7
27Q197,97.0,85,64,62.0,39.0,290.0,8.4,7.8,7.8,8.0,5.3,5.9,6.5,6.8,7.1,6.5,7.9,8.2,6.9,6.7,7.4,7.7
27Q202,94.0,97,93,1027.0,73.0,884.0,7.9,7.3,7.2,7.8,6.6,6.9,7.0,7.5,6.4,6.1,6.6,7.5,6.9,6.7,6.9,7.6
27Q207,96.0,88,84,196.0,63.0,457.0,8.4,7.3,7.3,8.1,8.3,7.4,7.5,8.3,7.3,6.7,7.9,8.3,8.0,7.1,7.6,8.2
27Q210,94.0,59,36,1923.0,75.0,655.0,8.2,7.5,7.5,8.0,6.7,5.8,5.9,6.7,6.2,5.8,6.5,7.6,7.1,6.4,6.7,7.4
27Q215,,78,74,,38.0,372.0,8.5,8.1,7.8,8.2,6.5,5.9,6.2,6.7,,,,,7.5,7.0,7.0,7.5
27Q223,,72,87,,39.0,475.0,8.5,7.9,7.9,8.3,6.0,5.7,6.7,7.2,,,,,7.3,6.8,7.3,7.8
27Q225,96.0,87,80,49.0,13.0,75.0,8.8,8.6,8.2,8.6,6.3,6.5,6.9,7.4,6.3,6.0,6.0,7.1,7.1,7.0,7.0,7.7
27Q226,91.0,95,52,1269.0,96.0,629.0,7.3,7.1,7.2,7.4,7.4,8.1,8.5,8.7,5.8,6.1,6.4,7.3,6.9,7.1,7.4,7.8
27Q232,100.0,79,56,260.0,52.0,426.0,9.1,8.4,8.2,8.7,7.8,7.1,6.8,8.0,7.7,7.7,7.9,8.7,8.2,7.7,7.6,8.5
27Q253,,100,83,,48.0,333.0,9.1,8.4,8.5,8.9,8.1,7.5,8.1,8.3,,,,,8.6,8.0,8.3,8.6
27Q254,,92,97,,46.0,476.0,9.4,8.8,8.9,9.2,9.7,9.5,9.8,9.8,,,,,9.5,9.2,9.3,9.5
27Q260,84.0,90,53,329.0,27.0,201.0,7.3,6.9,7.0,7.3,5.5,5.2,5.5,6.3,6.0,5.6,6.2,7.3,6.3,5.9,6.2,6.9
27Q262,95.0,100,48,580.0,41.0,268.0,8.4,7.9,7.9,8.2,7.6,8.2,8.3,8.7,7.1,6.6,7.3,8.1,7.7,7.6,7.8,8.3
27Q273,,100,96,,9.0,89.0,9.4,8.7,8.5,9.1,9.0,8.8,8.3,8.7,,,,,9.2,8.7,8.4,8.9
27Q282,97.0,100,63,248.0,17.0,156.0,8.6,8.0,8.0,8.1,7.5,5.6,6.5,7.5,6.6,6.3,7.1,7.8,7.6,6.7,7.2,7.8
27Q302,47.0,71,27,113.0,15.0,61.0,7.9,7.1,7.2,7.4,6.5,6.2,6.8,7.3,6.3,6.1,6.5,7.1,6.9,6.5,6.8,7.3
27Q306,,96,71,,22.0,200.0,9.2,8.5,8.3,8.7,8.6,8.3,8.4,9.0,,,,,8.9,8.4,8.3,8.9
27Q308,97.0,100,64,417.0,26.0,263.0,7.9,7.4,7.4,7.8,7.2,7.3,7.5,8.0,6.6,6.0,6.5,7.3,7.2,6.9,7.1,7.7
27Q309,91.0,100,71,335.0,30.0,254.0,7.7,7.4,7.4,7.7,7.9,7.9,8.2,8.5,6.2,5.9,6.4,7.2,7.3,7.1,7.3,7.8
27Q317,,100,73,,29.0,213.0,9.0,8.7,8.7,8.9,8.5,8.5,8.9,8.8,,,,,8.8,8.6,8.8,8.9
27Q318,98.0,100,78,125.0,11.0,97.0,8.8,8.3,8.1,8.5,7.2,6.9,6.3,7.3,8.0,7.6,8.2,8.8,8.0,7.6,7.5,8.2
27Q319,86.0,100,73,135.0,16.0,110.0,8.8,8.2,8.2,8.3,8.5,8.9,8.9,9.1,7.8,7.1,8.2,8.5,8.4,8.1,8.4,8.7
27Q323,96.0,94,77,929.0,44.0,697.0,8.9,8.2,8.1,8.5,8.2,7.8,7.5,8.6,7.9,7.3,7.8,8.3,8.3,7.7,7.8,8.5
27Q324,90.0,100,75,78.0,3.0,65.0,8.3,8.2,7.9,8.0,6.7,6.7,7.4,7.0,6.9,6.1,6.5,7.0,7.3,7.0,7.3,7.3
27Q333,100.0,98,87,89.0,41.0,382.0,9.2,8.6,8.5,8.8,8.4,8.6,8.4,8.9,8.8,9.6,8.7,8.7,8.8,8.9,8.5,8.8
27Q400,49.0,29,7,513.0,20.0,67.0,7.4,7.0,6.9,7.2,5.4,6.0,6.1,6.2,5.0,5.0,5.4,6.4,5.6,5.8,6.0,6.5
27Q410,46.0,33,3,414.0,18.0,21.0,5.8,6.7,6.9,7.1,5.8,6.5,7.1,7.7,5.2,5.0,5.8,6.3,5.6,5.9,6.5,7.0
27Q465,71.0,100,2,32.0,2.0,1.0,9.4,9.5,9.3,10.0,8.7,8.8,9.7,9.9,6.6,5.0,6.7,7.3,8.0,7.4,8.4,8.9
27Q475,49.0,84,10,1376.0,139.0,251.0,7.1,7.1,6.9,7.1,6.6,6.2,6.3,7.1,6.0,5.9,6.3,7.0,6.6,6.4,6.5,7.1
27Q480,78.0,97,13,2422.0,194.0,368.0,7.3,7.3,7.1,7.2,7.3,6.8,7.4,7.7,6.2,5.6,6.3,7.1,6.9,6.6,7.0,7.3
27Q487,94.0,100,55,136.0,21.0,73.0,9.0,8.6,8.4,8.7,8.9,8.7,9.1,9.0,8.1,6.8,7.8,8.5,8.7,8.1,8.4,8.7
27Q650,83.0,100,39,737.0,56.0,338.0,8.4,7.7,7.8,8.0,7.1,6.2,7.0,7.9,6.6,6.0,6.3,7.3,7.3,6.6,7.0,7.7
28Q008,68.0,74,46,455.0,45.0,284.0,7.7,7.4,7.4,7.4,6.0,6.2,7.0,7.2,5.6,5.8,6.3,7.2,6.4,6.5,6.9,7.3
28Q030,,68,51,,34.0,229.0,8.6,8.4,8.1,8.6,6.9,5.7,6.1,7.0,,,,,7.7,7.0,7.1,7.8
28Q040,100.0,100,69,43.0,45.0,296.0,8.4,8.0,7.9,8.3,7.9,7.7,8.2,8.7,8.3,8.1,8.9,9.4,8.2,7.9,8.4,8.8
28Q048,,100,67,,27.0,200.0,8.2,7.8,7.7,7.8,6.9,6.9,7.2,7.7,,,,,7.6,7.4,7.5,7.8
28Q050,97.0,70,45,93.0,43.0,302.0,8.0,7.7,7.7,8.1,6.1,6.0,6.7,7.0,6.2,5.7,6.9,7.8,6.7,6.5,7.1,7.6
28Q054,,81,46,,34.0,205.0,8.7,7.9,7.8,8.2,7.5,6.1,6.5,6.9,,,,,8.1,7.0,7.1,7.5
28Q055,100.0,51,38,68.0,26.0,199.0,8.8,7.8,7.8,8.3,7.6,6.0,6.4,6.6,7.9,7.1,8.0,8.2,8.1,7.0,7.4,7.7
28Q072,93.0,80,50,666.0,53.0,339.0,7.9,7.6,7.6,7.8,6.1,7.0,7.4,7.8,5.6,5.5,6.3,7.2,6.5,6.7,7.1,7.6
28Q080,,100,84,,49.0,409.0,8.5,7.9,8.0,8.0,7.8,7.7,8.0,8.2,,,,,8.2,7.8,8.0,8.1
28Q082,,57,59,,25.0,296.0,8.9,8.0,8.0,8.3,7.5,5.9,6.2,6.6,,,,,8.2,6.9,7.1,7.5
28Q086,100.0,70,39,207.0,44.0,338.0,8.7,7.8,7.8,8.0,5.8,4.9,5.7,6.3,7.2,6.5,7.4,7.9,7.2,6.4,7.0,7.4
28Q099,100.0,67,30,85.0,35.0,192.0,8.7,7.4,7.6,7.7,8.8,8.0,8.1,8.9,6.9,6.1,7.4,8.2,8.1,7.2,7.7,8.2
28Q101,100.0,100,97,50.0,41.0,501.0,8.5,7.7,7.7,7.8,8.4,8.1,8.5,8.8,7.5,7.0,7.7,8.0,8.1,7.6,8.0,8.2
28Q117,91.0,95,74,158.0,77.0,718.0,8.6,7.9,7.8,8.1,7.2,6.5,6.7,7.6,7.3,6.6,7.4,7.8,7.7,7.0,7.3,7.8
28Q121,96.0,84,85,129.0,64.0,625.0,8.6,7.9,7.8,8.5,8.8,8.3,8.6,9.0,7.3,6.1,7.8,8.4,8.2,7.4,8.1,8.7
28Q139,100.0,98,95,91.0,57.0,722.0,8.8,8.3,8.0,8.3,6.6,5.5,6.1,7.4,7.0,6.5,7.7,8.1,7.5,6.7,7.3,8.0
28Q140,92.0,90,64,69.0,45.0,347.0,8.3,7.9,7.7,8.3,6.1,6.9,6.9,7.5,6.4,6.4,7.3,8.0,7.0,7.1,7.3,7.9
28Q144,84.0,81,80,26.0,44.0,426.0,8.7,7.8,7.9,7.9,9.0,8.2,8.8,9.1,7.4,6.6,7.2,8.0,8.4,7.5,8.0,8.3
28Q157,92.0,88,40,978.0,70.0,399.0,8.2,7.5,7.4,7.6,8.1,7.4,7.5,8.5,6.9,6.5,7.1,7.4,7.7,7.1,7.4,7.8
28Q160,90.0,79,31,82.0,45.0,183.0,8.3,7.8,7.6,8.0,6.3,6.7,7.2,7.4,6.4,6.1,7.4,7.9,7.0,6.9,7.4,7.8
28Q161,95.0,85,58,89.0,52.0,354.0,9.0,8.1,8.1,8.6,9.2,8.4,8.9,9.4,8.2,7.3,8.2,8.4,8.8,7.9,8.4,8.8
28Q167,89.0,59,57,200.0,10.0,122.0,9.1,8.4,8.3,8.6,9.1,8.6,9.2,9.3,7.9,7.4,7.6,8.2,8.7,8.1,8.4,8.7
28Q174,96.0,67,65,51.0,29.0,341.0,8.6,7.9,7.8,7.9,7.6,5.9,7.1,7.9,7.6,6.5,7.3,7.9,7.9,6.8,7.4,7.9
28Q175,,81,57,,35.0,332.0,8.5,7.3,7.2,7.7,8.2,8.2,7.9,8.6,,,,,8.3,7.8,7.6,8.2
28Q182,,76,49,,44.0,389.0,8.7,7.9,7.7,8.0,7.4,6.2,6.7,7.5,,,,,8.0,7.1,7.2,7.7
28Q190,99.0,89,58,807.0,50.0,448.0,7.7,6.8,7.0,7.4,6.3,5.6,6.2,6.8,6.2,5.4,6.4,7.1,6.7,5.9,6.5,7.1
28Q196,,97,64,,36.0,334.0,8.8,8.2,8.1,8.2,8.4,8.3,8.3,9.0,,,,,8.6,8.3,8.2,8.6
28Q206,,71,46,,30.0,239.0,8.5,7.5,7.4,7.6,6.4,4.4,4.7,5.6,,,,,7.4,6.0,6.1,6.6
28Q217,79.0,81,48,1072.0,73.0,608.0,7.7,7.1,7.2,7.7,6.1,6.8,7.5,7.5,6.2,5.8,6.6,7.4,6.7,6.6,7.1,7.6
28Q220,,64,47,,29.0,225.0,8.8,7.9,7.7,8.1,7.2,6.0,6.6,7.3,,,,,8.0,7.0,7.2,7.7
28Q284,99.0,88,39,394.0,23.0,144.0,8.3,8.0,7.5,8.2,7.3,7.2,7.2,8.1,6.6,6.2,6.8,7.8,7.4,7.2,7.2,8.0
28Q303,,100,88,,13.0,135.0,9.5,8.5,8.5,9.0,10.0,9.5,10.0,9.8,,,,,9.7,9.0,9.2,9.4
28Q310,74.0,78,37,229.0,18.0,110.0,8.2,8.1,7.7,8.1,7.5,8.1,8.1,8.5,6.9,6.4,7.2,7.6,7.5,7.5,7.7,8.1
28Q325,97.0,100,33,87.0,9.0,29.0,8.2,7.9,7.5,8.2,8.0,8.2,8.1,8.9,6.4,6.2,6.5,7.4,7.6,7.4,7.4,8.2
28Q328,83.0,86,32,69.0,6.0,26.0,8.4,8.1,7.8,8.1,7.4,7.3,7.7,8.3,6.7,6.5,7.1,7.5,7.5,7.3,7.5,8.0
28Q338,58.0,80,12,113.0,8.0,23.0,8.4,7.5,7.2,8.0,7.4,5.8,5.5,6.3,6.9,5.9,6.6,7.3,7.6,6.4,6.4,7.2
28Q440,78.0,85,13,2967.0,166.0,477.0,7.7,6.9,7.2,7.4,8.1,8.1,8.4,8.5,6.7,5.8,6.6,7.4,7.5,6.9,7.4,7.8
28Q470,75.0,42,22,771.0,27.0,209.0,7.4,6.7,6.8,7.1,7.3,5.3,5.5,6.5,6.2,5.4,5.9,6.7,7.0,5.8,6.1,6.8
28Q505,54.0,83,37,1668.0,143.0,1077.0,8.4,8.2,8.2,8.6,8.4,8.5,8.6,8.8,7.0,7.0,7.4,8.0,7.9,7.9,8.1,8.5
28Q620,92.0,98,49,2119.0,127.0,1078.0,7.8,7.6,7.7,7.7,7.7,7.8,7.8,8.4,6.7,5.7,6.5,7.3,7.4,7.0,7.3,7.8
28Q680,95.0,53,34,598.0,17.0,201.0,8.7,7.7,7.5,7.9,8.0,5.6,5.2,7.0,6.9,5.7,6.2,7.6,7.9,6.3,6.3,7.5
28Q686,81.0,81,33,328.0,22.0,131.0,8.2,7.3,7.4,7.1,6.4,6.0,6.7,6.9,6.2,6.1,6.4,6.9,6.9,6.5,6.8,7.0
28Q687,99.0,96,62,399.0,26.0,247.0,8.6,7.7,7.5,7.9,7.4,6.7,7.1,7.9,7.2,6.5,6.8,7.9,7.7,6.9,7.1,7.9
28Q690,68.0,93,30,345.0,27.0,144.0,7.6,7.0,7.0,7.2,7.6,7.3,8.1,8.2,6.1,5.6,6.1,6.8,7.1,6.7,7.0,7.4
28Q896,99.0,86,79,464.0,24.0,351.0,8.2,7.1,7.0,7.3,7.2,5.1,5.7,6.5,6.2,5.7,6.3,7.3,7.2,6.0,6.3,7.0
29Q015,,80,93,,24.0,285.0,8.9,7.9,7.9,7.9,8.2,7.3,6.9,7.7,,,,,8.5,7.6,7.4,7.8
29Q033,,87,71,,54.0,559.0,8.8,8.0,7.6,8.3,8.7,8.0,8.3,8.3,,,,,8.8,8.0,8.0,8.3
29Q034,,56,20,,22.0,77.0,8.5,8.1,7.9,8.7,7.0,6.7,6.2,7.2,,,,,7.7,7.4,7.1,8.0
29Q035,,70,43,,30.0,216.0,8.5,8.0,7.6,8.3,5.6,3.7,4.5,5.4,,,,,7.1,5.8,6.0,6.8
29Q036,,100,74,,31.0,266.0,8.6,8.0,7.7,8.3,7.3,6.5,6.9,7.2,,,,,8.0,7.3,7.3,7.8
29Q037,,73,76,,30.0,355.0,8.6,8.1,8.1,8.4,6.6,7.1,7.4,7.6,,,,,7.6,7.6,7.7,8.0
29Q038,,89,72,,17.0,144.0,9.1,8.4,8.0,8.5,8.9,8.7,9.0,9.0,,,,,9.0,8.6,8.5,8.7
29Q052,,76,71,,31.0,269.0,8.3,7.8,7.4,8.1,7.2,7.1,7.6,8.1,,,,,7.7,7.4,7.5,8.1
29Q059,92.0,47,22,641.0,22.0,143.0,6.9,6.9,6.8,6.9,4.9,4.7,4.8,5.3,5.2,5.3,6.0,7.1,5.7,5.7,5.9,6.4
29Q095,,68,81,,59.0,890.0,9.2,8.6,8.4,8.9,7.2,6.0,6.0,6.8,,,,,8.2,7.3,7.2,7.9
29Q109,92.0,97,22,1002.0,64.0,217.0,7.8,7.2,7.1,7.6,6.8,6.4,6.7,7.5,5.7,5.6,6.1,7.3,6.8,6.4,6.7,7.5
29Q116,99.0,94,49,198.0,58.0,298.0,8.1,7.6,7.7,7.9,6.9,6.9,7.2,7.5,6.4,6.0,7.0,7.7,7.1,6.8,7.3,7.7
29Q118,,76,38,,42.0,189.0,7.8,7.5,7.2,8.0,5.9,4.3,4.9,5.2,,,,,6.8,5.9,6.1,6.6
29Q131,,100,62,,51.0,387.0,8.9,8.1,8.0,8.4,8.5,7.7,8.1,8.5,,,,,8.7,7.9,8.0,8.5
